Day,Month,Year,Date,Quarter,Sector,Female Employment,Male Employment,Total
30,September,2010,30-Sep-10,3,Financial & insurance activities,"541,612","623,842","1,165,454"
30,September,2010,30-Sep-10,3,Real estate activities,"168,803","131,939","300,742"
30,September,2010,30-Sep-10,3,"Professional, scientific & technical activities","782,093","1,069,844","1,851,937"
30,September,2010,30-Sep-10,3,Administrative & support services,"580,765","759,848","1,340,613"
30,September,2010,30-Sep-10,3,Public admin & defence; social security,"930,565","994,002","1,924,567"
30,September,2010,30-Sep-10,3,Education,"2,247,433","872,302","3,119,735"
30,September,2010,30-Sep-10,3,Human health & social work activities,"3,017,028","804,016","3,821,044"
30,September,2010,30-Sep-10,3,Other services,"859,109","734,613","1,593,722"
31,December,2010,31-Dec-10,4,Public Sector,"4,695,948","2,581,575","7,277,523"
31,December,2010,31-Dec-10,4,Private sector,"8,893,934","13,035,434","21,929,368"
31,December,2010,31-Dec-10,4,"Agriculture, forestry & fishing","83,673","282,781","366,454"
31,December,2010,31-Dec-10,4,"Mining, energy and water supply","94,734","394,122","488,856"
31,December,2010,31-Dec-10,4,Manufacturing,"687,553","2,214,238","2,901,791"
31,December,2010,31-Dec-10,4,Construction,"247,327","1,990,797","2,238,124"
31,December,2010,31-Dec-10,4,"Wholesale, retail & repair of motor vehicles","1,934,768","2,147,299","4,082,067"
31,December,2010,31-Dec-10,4,Transport & storage,"302,993","1,132,621","1,435,614"
31,December,2010,31-Dec-10,4,Accommod-ation & food services,"758,718","668,385","1,427,103"
31,December,2010,31-Dec-10,4,Information & communication,"281,376","748,474","1,029,850"
31,December,2010,31-Dec-10,4,Financial & insurance activities,"530,863","640,275","1,171,138"
31,December,2010,31-Dec-10,4,Real estate activities,"170,706","129,762","300,468"
31,December,2010,31-Dec-10,4,"Professional, scientific & technical activities","785,455","1,096,911","1,882,366"
31,December,2010,31-Dec-10,4,Administrative & support services,"591,753","787,557","1,379,310"
31,December,2010,31-Dec-10,4,Public admin & defence; social security,"917,781","948,787","1,866,568"
31,December,2010,31-Dec-10,4,Education,"2,277,400","842,942","3,120,342"
31,December,2010,31-Dec-10,4,Human health & social work activities,"3,031,679","851,922","3,883,601"
31,December,2010,31-Dec-10,4,Other services,"852,840","702,146","1,554,986"
31,March,2011,31-Mar-11,1,Public Sector,"4,732,219","2,582,285","7,314,504"
31,March,2011,31-Mar-11,1,Private sector,"8,911,667","12,930,150","21,841,817"
31,March,2011,31-Mar-11,1,"Agriculture, forestry & fishing","86,662","270,177","356,839"
31,March,2011,31-Mar-11,1,"Mining, energy and water supply","84,507","412,634","497,141"
31,March,2011,31-Mar-11,1,Manufacturing,"680,908","2,179,106","2,860,014"
31,March,2011,31-Mar-11,1,Construction,"256,893","1,955,376","2,212,269"
31,March,2011,31-Mar-11,1,"Wholesale, retail & repair of motor vehicles","1,919,266","2,114,605","4,033,871"
31,March,2011,31-Mar-11,1,Transport & storage,"284,639","1,166,703","1,451,342"
31,March,2011,31-Mar-11,1,Accommod-ation & food services,"773,932","643,233","1,417,165"
31,March,2011,31-Mar-11,1,Information & communication,"303,372","755,970","1,059,342"
31,March,2011,31-Mar-11,1,Financial & insurance activities,"532,245","646,757","1,179,002"
31,March,2011,31-Mar-11,1,Real estate activities,"166,665","132,769","299,434"
31,March,2011,31-Mar-11,1,"Professional, scientific & technical activities","766,386","1,090,866","1,857,252"
31,March,2011,31-Mar-11,1,Administrative & support services,"574,728","724,277","1,299,005"
31,March,2011,31-Mar-11,1,Public admin & defence; social security,"912,746","962,571","1,875,317"
31,March,2011,31-Mar-11,1,Education,"2,273,299","847,632","3,120,931"
31,March,2011,31-Mar-11,1,Human health & social work activities,"3,111,823","854,712","3,966,535"
31,March,2011,31-Mar-11,1,Other services,"847,477","696,659","1,544,136"
30,June,2011,30-Jun-11,2,Public Sector,"4,635,969","2,547,296","7,183,265"
30,June,2011,30-Jun-11,2,Private sector,"8,971,614","13,049,873","22,021,487"
30,June,2011,30-Jun-11,2,"Agriculture, forestry & fishing","80,362","262,027","342,389"
30,June,2011,30-Jun-11,2,"Mining, energy and water supply","92,634","428,112","520,746"
30,June,2011,30-Jun-11,2,Manufacturing,"697,695","2,170,013","2,867,708"
30,June,2011,30-Jun-11,2,Construction,"257,995","1,940,410","2,198,405"
30,June,2011,30-Jun-11,2,"Wholesale, retail & repair of motor vehicles","1,939,322","2,112,149","4,051,471"
30,June,2011,30-Jun-11,2,Transport & storage,"273,444","1,171,602","1,445,046"
30,June,2011,30-Jun-11,2,Accommod-ation & food services,"806,637","651,465","1,458,102"
30,June,2011,30-Jun-11,2,Information & communication,"307,144","766,209","1,073,353"
30,June,2011,30-Jun-11,2,Financial & insurance activities,"528,710","644,267","1,172,977"
30,June,2011,30-Jun-11,2,Real estate activities,"163,604","144,017","307,621"
30,June,2011,30-Jun-11,2,"Professional, scientific & technical activities","750,645","1,100,358","1,851,003"
30,June,2011,30-Jun-11,2,Administrative & support services,"569,296","751,977","1,321,273"
30,June,2011,30-Jun-11,2,Public admin & defence; social security,"931,560","912,836","1,844,396"
30,June,2011,30-Jun-11,2,Education,"2,242,067","887,334","3,129,401"
30,June,2011,30-Jun-11,2,Human health & social work activities,"3,068,153","862,592","3,930,745"
30,June,2011,30-Jun-11,2,Other services,"861,546","725,389","1,586,935"
30,September,2011,30-Sep-11,3,Public Sector,"4,556,185","2,452,716","7,008,901"
30,September,2011,30-Sep-11,3,Private sector,"9,079,462","13,136,460","22,215,922"
30,September,2011,30-Sep-11,3,"Agriculture, forestry & fishing","98,383","271,149","369,532"
30,September,2011,30-Sep-11,3,"Mining, energy and water supply","96,485","422,234","518,719"
30,September,2011,30-Sep-11,3,Manufacturing,"674,562","2,166,937","2,841,499"
30,September,2011,30-Sep-11,3,Construction,"232,132","2,004,646","2,236,778"
30,September,2011,30-Sep-11,3,"Wholesale, retail & repair of motor vehicles","1,936,880","2,081,680","4,018,560"
30,September,2011,30-Sep-11,3,Transport & storage,"278,968","1,149,476","1,428,444"
30,September,2011,30-Sep-11,3,Accommod-ation & food services,"819,980","678,482","1,498,462"
30,September,2011,30-Sep-11,3,Information & communication,"308,417","752,355","1,060,772"
30,September,2011,30-Sep-11,3,Financial & insurance activities,"542,211","649,762","1,191,973"
30,September,2011,30-Sep-11,3,Real estate activities,"146,501","153,681","300,182"
30,September,2011,30-Sep-11,3,"Professional, scientific & technical activities","782,676","1,104,869","1,887,545"
30,September,2011,30-Sep-11,3,Administrative & support services,"597,956","741,367","1,339,323"
30,September,2011,30-Sep-11,3,Public admin & defence; social security,"947,919","904,203","1,852,122"
30,September,2011,30-Sep-11,3,Education,"2,144,098","841,809","2,985,907"
30,September,2011,30-Sep-11,3,Human health & social work activities,"3,129,644","851,473","3,981,117"
30,September,2011,30-Sep-11,3,Other services,"880,513","758,446","1,638,959"
31,December,2011,31-Dec-11,4,Public Sector,"4,533,966","2,436,120","6,970,086"
31,December,2011,31-Dec-11,4,Private sector,"9,118,268","13,158,061","22,276,329"
31,December,2011,31-Dec-11,4,"Agriculture, forestry & fishing","95,002","261,530","356,532"
31,December,2011,31-Dec-11,4,"Mining, energy and water supply","103,355","424,018","527,373"
31,December,2011,31-Dec-11,4,Manufacturing,"687,909","2,195,728","2,883,637"
31,December,2011,31-Dec-11,4,Construction,"233,581","1,938,864","2,172,445"
31,December,2011,31-Dec-11,4,"Wholesale, retail & repair of motor vehicles","1,954,276","2,123,773","4,078,049"
31,December,2011,31-Dec-11,4,Transport & storage,"277,901","1,154,425","1,432,326"
31,December,2011,31-Dec-11,4,Accommod-ation & food services,"788,929","710,434","1,499,363"
31,December,2011,31-Dec-11,4,Information & communication,"295,159","788,016","1,083,175"
31,December,2011,31-Dec-11,4,Financial & insurance activities,"561,496","653,667","1,215,163"
31,December,2011,31-Dec-11,4,Real estate activities,"142,749","150,563","293,312"
31,December,2011,31-Dec-11,4,"Professional, scientific & technical activities","793,769","1,103,827","1,897,596"
31,December,2011,31-Dec-11,4,Administrative & support services,"621,207","731,713","1,352,920"
31,December,2011,31-Dec-11,4,Public admin & defence; social security,"942,063","922,109","1,864,172"
31,December,2011,31-Dec-11,4,Education,"2,182,768","837,788","3,020,556"
31,December,2011,31-Dec-11,4,Human health & social work activities,"3,083,618","843,461","3,927,079"
31,December,2011,31-Dec-11,4,Other services,"869,455","713,584","1,583,039"
31,March,2012,31-Mar-12,1,Public Sector,"4,525,756","2,426,097","6,951,853"
31,March,2012,31-Mar-12,1,Private sector,"9,095,615","13,113,033","22,208,648"
31,March,2012,31-Mar-12,1,"Agriculture, forestry & fishing","103,936","269,889","373,825"
31,March,2012,31-Mar-12,1,"Mining, energy and water supply","100,363","433,607","533,970"
31,March,2012,31-Mar-12,1,Manufacturing,"697,987","2,152,533","2,850,520"
31,March,2012,31-Mar-12,1,Construction,"237,449","1,910,204","2,147,653"
31,March,2012,31-Mar-12,1,"Wholesale, retail & repair of motor vehicles","1,924,103","2,093,376","4,017,479"
31,March,2012,31-Mar-12,1,Transport & storage,"272,494","1,157,587","1,430,081"
31,March,2012,31-Mar-12,1,Accommod-ation & food services,"759,917","677,628","1,437,545"
31,March,2012,31-Mar-12,1,Information & communication,"312,048","812,451","1,124,499"
31,March,2012,31-Mar-12,1,Financial & insurance activities,"564,142","634,604","1,198,746"
31,March,2012,31-Mar-12,1,Real estate activities,"155,978","177,357","333,335"
31,March,2012,31-Mar-12,1,"Professional, scientific & technical activities","786,773","1,116,229","1,903,002"
31,March,2012,31-Mar-12,1,Administrative & support services,"627,578","741,409","1,368,987"
31,March,2012,31-Mar-12,1,Public admin & defence; social security,"935,209","912,226","1,847,435"
31,March,2012,31-Mar-12,1,Education,"2,220,877","866,976","3,087,853"
31,March,2012,31-Mar-12,1,Human health & social work activities,"3,041,878","823,314","3,865,192"
31,March,2012,31-Mar-12,1,Other services,"857,987","696,043","1,554,030"
30,June,2012,30-Jun-12,2,Public Sector,"4,487,889","2,358,340","6,846,229"
30,June,2012,30-Jun-12,2,Private sector,"9,187,724","13,329,067","22,516,791"
30,June,2012,30-Jun-12,2,"Agriculture, forestry & fishing","96,301","257,013","353,314"
30,June,2012,30-Jun-12,2,"Mining, energy and water supply","96,814","435,577","532,391"
30,June,2012,30-Jun-12,2,Manufacturing,"717,702","2,202,926","2,920,628"
30,June,2012,30-Jun-12,2,Construction,"243,069","1,928,279","2,171,348"
30,June,2012,30-Jun-12,2,"Wholesale, retail & repair of motor vehicles","1,947,529","2,155,132","4,102,661"
30,June,2012,30-Jun-12,2,Transport & storage,"275,245","1,140,379","1,415,624"
30,June,2012,30-Jun-12,2,Accommod-ation & food services,"822,361","673,612","1,495,973"
30,June,2012,30-Jun-12,2,Information & communication,"296,621","801,665","1,098,286"
30,June,2012,30-Jun-12,2,Financial & insurance activities,"568,848","659,949","1,228,797"
30,June,2012,30-Jun-12,2,Real estate activities,"166,013","161,529","327,542"
30,June,2012,30-Jun-12,2,"Professional, scientific & technical activities","799,111","1,145,803","1,944,914"
30,June,2012,30-Jun-12,2,Administrative & support services,"611,436","745,484","1,356,920"
30,June,2012,30-Jun-12,2,Public admin & defence; social security,"913,505","889,316","1,802,821"
30,June,2012,30-Jun-12,2,Education,"2,211,183","866,328","3,077,511"
30,June,2012,30-Jun-12,2,Human health & social work activities,"3,035,095","835,927","3,871,022"
30,June,2012,30-Jun-12,2,Other services,"838,823","734,761","1,573,584"
30,September,2012,30-Sep-12,3,Public Sector,"4,498,212","2,384,668","6,882,880"
30,September,2012,30-Sep-12,3,Private sector,"9,297,357","13,424,275","22,721,632"
30,September,2012,30-Sep-12,3,"Agriculture, forestry & fishing","99,643","256,442","356,085"
30,September,2012,30-Sep-12,3,"Mining, energy and water supply","107,369","439,670","547,039"
30,September,2012,30-Sep-12,3,Manufacturing,"714,592","2,219,666","2,934,258"
30,September,2012,30-Sep-12,3,Construction,"232,942","1,942,190","2,175,132"
30,September,2012,30-Sep-12,3,"Wholesale, retail & repair of motor vehicles","1,970,192","2,158,711","4,128,903"
30,September,2012,30-Sep-12,3,Transport & storage,"283,603","1,173,497","1,457,100"
30,September,2012,30-Sep-12,3,Accommod-ation & food services,"845,565","681,248","1,526,813"
30,September,2012,30-Sep-12,3,Information & communication,"309,681","802,854","1,112,535"
30,September,2012,30-Sep-12,3,Financial & insurance activities,"545,169","671,292","1,216,461"
30,September,2012,30-Sep-12,3,Real estate activities,"173,412","155,959","329,371"
30,September,2012,30-Sep-12,3,"Professional, scientific & technical activities","832,075","1,151,263","1,983,338"
30,September,2012,30-Sep-12,3,Administrative & support services,"618,612","753,623","1,372,235"
30,September,2012,30-Sep-12,3,Public admin & defence; social security,"905,178","922,170","1,827,348"
30,September,2012,30-Sep-12,3,Education,"2,171,331","849,478","3,020,809"
30,September,2012,30-Sep-12,3,Human health & social work activities,"3,106,921","840,669","3,947,590"
30,September,2012,30-Sep-12,3,Other services,"860,384","746,175","1,606,559"
31,December,2012,31-Dec-12,4,Public Sector,"4,580,617","2,403,341","6,983,958"
31,December,2012,31-Dec-12,4,Private sector,"9,321,310","13,430,604","22,751,914"
31,December,2012,31-Dec-12,4,"Agriculture, forestry & fishing","80,351","235,643","315,994"
31,December,2012,31-Dec-12,4,"Mining, energy and water supply","113,585","404,388","517,973"
31,December,2012,31-Dec-12,4,Manufacturing,"711,977","2,198,564","2,910,541"
31,December,2012,31-Dec-12,4,Construction,"233,391","1,916,292","2,149,683"
31,December,2012,31-Dec-12,4,"Wholesale, retail & repair of motor vehicles","1,944,816","2,160,492","4,105,308"
31,December,2012,31-Dec-12,4,Transport & storage,"291,471","1,190,293","1,481,764"
31,December,2012,31-Dec-12,4,Accommod-ation & food services,"846,031","677,312","1,523,343"
31,December,2012,31-Dec-12,4,Information & communication,"332,345","813,661","1,146,006"
31,December,2012,31-Dec-12,4,Financial & insurance activities,"527,071","641,818","1,168,889"
31,December,2012,31-Dec-12,4,Real estate activities,"182,061","163,866","345,927"
31,December,2012,31-Dec-12,4,"Professional, scientific & technical activities","829,434","1,138,080","1,967,514"
31,December,2012,31-Dec-12,4,Administrative & support services,"610,928","765,044","1,375,972"
31,December,2012,31-Dec-12,4,Public admin & defence; social security,"872,150","952,022","1,824,172"
31,December,2012,31-Dec-12,4,Education,"2,243,282","896,658","3,139,940"
31,December,2012,31-Dec-12,4,Human health & social work activities,"3,139,298","853,048","3,992,346"
31,December,2012,31-Dec-12,4,Other services,"867,285","724,267","1,591,552"
31,March,2013,31-Mar-13,1,Public Sector,"4,610,675","2,377,992","6,988,667"
31,March,2013,31-Mar-13,1,Private sector,"9,241,833","13,261,818","22,503,651"
31,March,2013,31-Mar-13,1,"Agriculture, forestry & fishing","84,507","219,677","304,184"
31,March,2013,31-Mar-13,1,"Mining, energy and water supply","119,199","417,572","536,771"
31,March,2013,31-Mar-13,1,Manufacturing,"694,749","2,225,912","2,920,661"
31,March,2013,31-Mar-13,1,Construction,"243,873","1,857,925","2,101,798"
31,March,2013,31-Mar-13,1,"Wholesale, retail & repair of motor vehicles","1,948,993","2,082,179","4,031,172"
31,March,2013,31-Mar-13,1,Transport & storage,"285,338","1,201,672","1,487,010"
31,March,2013,31-Mar-13,1,Accommod-ation & food services,"808,423","695,624","1,504,047"
31,March,2013,31-Mar-13,1,Information & communication,"333,320","827,391","1,160,711"
31,March,2013,31-Mar-13,1,Financial & insurance activities,"512,303","637,563","1,149,866"
31,March,2013,31-Mar-13,1,Real estate activities,"174,561","168,950","343,511"
31,March,2013,31-Mar-13,1,"Professional, scientific & technical activities","822,654","1,177,656","2,000,310"
31,March,2013,31-Mar-13,1,Administrative & support services,"611,351","743,019","1,354,370"
31,March,2013,31-Mar-13,1,Public admin & defence; social security,"896,755","954,977","1,851,732"
31,March,2013,31-Mar-13,1,Education,"2,248,989","865,284","3,114,273"
31,March,2013,31-Mar-13,1,Human health & social work activities,"3,157,364","827,943","3,985,307"
31,March,2013,31-Mar-13,1,Other services,"880,294","706,277","1,586,571"
30,June,2013,30-Jun-13,2,Public Sector,"4,605,645","2,358,896","6,964,541"
30,June,2013,30-Jun-13,2,Private sector,"9,265,674","13,372,501","22,638,175"
30,June,2013,30-Jun-13,2,"Agriculture, forestry & fishing","73,854","234,280","308,134"
30,June,2013,30-Jun-13,2,"Mining, energy and water supply","107,224","419,249","526,473"
30,June,2013,30-Jun-13,2,Manufacturing,"670,284","2,197,683","2,867,967"
30,June,2013,30-Jun-13,2,Construction,"261,588","1,893,907","2,155,495"
30,June,2013,30-Jun-13,2,"Wholesale, retail & repair of motor vehicles","1,928,856","2,091,985","4,020,841"
30,June,2013,30-Jun-13,2,Transport & storage,"280,597","1,175,017","1,455,614"
30,June,2013,30-Jun-13,2,Accommod-ation & food services,"803,086","701,323","1,504,409"
30,June,2013,30-Jun-13,2,Information & communication,"314,461","847,772","1,162,233"
30,June,2013,30-Jun-13,2,Financial & insurance activities,"509,587","634,544","1,144,131"
30,June,2013,30-Jun-13,2,Real estate activities,"180,387","163,133","343,520"
30,June,2013,30-Jun-13,2,"Professional, scientific & technical activities","840,150","1,183,467","2,023,617"
30,June,2013,30-Jun-13,2,Administrative & support services,"641,091","781,949","1,423,040"
30,June,2013,30-Jun-13,2,Public admin & defence; social security,"911,120","953,084","1,864,204"
30,June,2013,30-Jun-13,2,Education,"2,267,371","835,780","3,103,151"
30,June,2013,30-Jun-13,2,Human health & social work activities,"3,180,640","848,641","4,029,281"
30,June,2013,30-Jun-13,2,Other services,"876,669","714,730","1,591,399"
30,September,2013,30-Sep-13,3,Public Sector,"4,609,825","2,402,433","7,012,258"
30,September,2013,30-Sep-13,3,Private sector,"9,359,452","13,573,194","22,932,646"
30,September,2013,30-Sep-13,3,"Agriculture, forestry & fishing","88,196","235,694","323,890"
30,September,2013,30-Sep-13,3,"Mining, energy and water supply","110,232","399,912","510,144"
30,September,2013,30-Sep-13,3,Manufacturing,"712,884","2,241,315","2,954,199"
30,September,2013,30-Sep-13,3,Construction,"276,004","1,912,146","2,188,150"
30,September,2013,30-Sep-13,3,"Wholesale, retail & repair of motor vehicles","1,890,507","2,108,990","3,999,497"
30,September,2013,30-Sep-13,3,Transport & storage,"292,361","1,227,403","1,519,764"
30,September,2013,30-Sep-13,3,Accommod-ation & food services,"816,273","749,595","1,565,868"
30,September,2013,30-Sep-13,3,Information & communication,"328,225","848,613","1,176,838"
30,September,2013,30-Sep-13,3,Financial & insurance activities,"527,224","650,303","1,177,527"
30,September,2013,30-Sep-13,3,Real estate activities,"177,416","148,615","326,031"
30,September,2013,30-Sep-13,3,"Professional, scientific & technical activities","862,096","1,211,015","2,073,111"
30,September,2013,30-Sep-13,3,Administrative & support services,"646,383","803,903","1,450,286"
30,September,2013,30-Sep-13,3,Public admin & defence; social security,"924,312","955,504","1,879,816"
30,September,2013,30-Sep-13,3,Education,"2,224,478","856,572","3,081,050"
30,September,2013,30-Sep-13,3,Human health & social work activities,"3,176,024","859,512","4,035,536"
30,September,2013,30-Sep-13,3,Other services,"902,785","739,514","1,642,299"
31,December,2013,31-Dec-13,4,Public Sector,"4,582,757","2,321,280","6,904,037"
31,December,2013,31-Dec-13,4,Private sector,"9,501,465","13,724,368","23,225,833"
31,December,2013,31-Dec-13,4,"Agriculture, forestry & fishing","88,335","233,442","321,777"
31,December,2013,31-Dec-13,4,"Mining, energy and water supply","101,805","409,478","511,283"
31,December,2013,31-Dec-13,4,Manufacturing,"731,634","2,225,389","2,957,023"
31,December,2013,31-Dec-13,4,Construction,"264,103","1,936,125","2,200,228"
31,December,2013,31-Dec-13,4,"Wholesale, retail & repair of motor vehicles","1,971,902","2,125,301","4,097,203"
31,December,2013,31-Dec-13,4,Transport & storage,"292,459","1,250,618","1,543,077"
31,December,2013,31-Dec-13,4,Accommod-ation & food services,"821,490","733,031","1,554,521"
31,December,2013,31-Dec-13,4,Information & communication,"355,895","841,701","1,197,596"
31,December,2013,31-Dec-13,4,Financial & insurance activities,"518,083","653,418","1,171,501"
31,December,2013,31-Dec-13,4,Real estate activities,"196,567","144,015","340,582"
31,December,2013,31-Dec-13,4,"Professional, scientific & technical activities","853,701","1,242,081","2,095,782"
31,December,2013,31-Dec-13,4,Administrative & support services,"632,407","804,549","1,436,956"
31,December,2013,31-Dec-13,4,Public admin & defence; social security,"899,211","917,517","1,816,728"
31,December,2013,31-Dec-13,4,Education,"2,247,783","846,559","3,094,342"
31,December,2013,31-Dec-13,4,Human health & social work activities,"3,208,873","859,465","4,068,338"
31,December,2013,31-Dec-13,4,Other services,"876,457","762,739","1,639,196"
31,March,2014,31-Mar-14,1,Public Sector,"4,590,814","2,343,588","6,934,402"
31,March,2014,31-Mar-14,1,Private sector,"9,567,476","13,743,489","23,310,965"
31,March,2014,31-Mar-14,1,"Agriculture, forestry & fishing","108,307","271,033","379,340"
31,March,2014,31-Mar-14,1,"Mining, energy and water supply","93,679","414,349","508,028"
31,March,2014,31-Mar-14,1,Manufacturing,"745,954","2,199,046","2,945,000"
31,March,2014,31-Mar-14,1,Construction,"280,993","1,947,531","2,228,524"
31,March,2014,31-Mar-14,1,"Wholesale, retail & repair of motor vehicles","1,932,991","2,130,033","4,063,024"
31,March,2014,31-Mar-14,1,Transport & storage,"283,204","1,206,517","1,489,721"
31,March,2014,31-Mar-14,1,Accommod-ation & food services,"823,385","755,574","1,578,959"
31,March,2014,31-Mar-14,1,Information & communication,"331,524","818,701","1,150,225"
31,March,2014,31-Mar-14,1,Financial & insurance activities,"505,811","665,674","1,171,485"
31,March,2014,31-Mar-14,1,Real estate activities,"207,985","160,634","368,619"
31,March,2014,31-Mar-14,1,"Professional, scientific & technical activities","898,392","1,270,206","2,168,598"
31,March,2014,31-Mar-14,1,Administrative & support services,"619,512","768,680","1,388,192"
31,March,2014,31-Mar-14,1,Public admin & defence; social security,"924,224","927,203","1,851,427"
31,March,2014,31-Mar-14,1,Education,"2,265,178","841,859","3,107,037"
31,March,2014,31-Mar-14,1,Human health & social work activities,"3,203,616","872,214","4,075,830"
31,March,2014,31-Mar-14,1,Other services,"896,150","767,192","1,663,342"
30,June,2014,30-Jun-14,2,Public Sector,"4,580,526","2,355,823","6,936,349"
30,June,2014,30-Jun-14,2,Private sector,"9,673,705","13,823,108","23,496,813"
30,June,2014,30-Jun-14,2,"Agriculture, forestry & fishing","108,686","286,295","394,981"
30,June,2014,30-Jun-14,2,"Mining, energy and water supply","96,500","414,266","510,766"
30,June,2014,30-Jun-14,2,Manufacturing,"757,204","2,240,041","2,997,245"
30,June,2014,30-Jun-14,2,Construction,"270,217","1,946,678","2,216,895"
30,June,2014,30-Jun-14,2,"Wholesale, retail & repair of motor vehicles","1,930,145","2,064,281","3,994,426"
30,June,2014,30-Jun-14,2,Transport & storage,"295,912","1,170,592","1,466,504"
30,June,2014,30-Jun-14,2,Accommod-ation & food services,"868,845","763,976","1,632,821"
30,June,2014,30-Jun-14,2,Information & communication,"324,489","849,826","1,174,315"
30,June,2014,30-Jun-14,2,Financial & insurance activities,"500,493","657,098","1,157,591"
30,June,2014,30-Jun-14,2,Real estate activities,"206,697","151,911","358,608"
30,June,2014,30-Jun-14,2,"Professional, scientific & technical activities","878,231","1,262,624","2,140,855"
30,June,2014,30-Jun-14,2,Administrative & support services,"625,571","815,529","1,441,100"
30,June,2014,30-Jun-14,2,Public admin & defence; social security,"883,897","922,095","1,805,992"
30,June,2014,30-Jun-14,2,Education,"2,333,272","884,444","3,217,716"
30,June,2014,30-Jun-14,2,Human health & social work activities,"3,215,577","889,109","4,104,686"
30,June,2014,30-Jun-14,2,Other services,"912,983","780,456","1,693,439"
30,September,2014,30-Sep-14,3,Public Sector,"4,540,852","2,372,710","6,913,562"
30,September,2014,30-Sep-14,3,Private sector,"9,826,508","13,981,111","23,807,619"
30,September,2014,30-Sep-14,3,"Agriculture, forestry & fishing","94,607","291,333","385,940"
30,September,2014,30-Sep-14,3,"Mining, energy and water supply","106,046","437,360","543,406"
30,September,2014,30-Sep-14,3,Manufacturing,"763,925","2,255,314","3,019,239"
30,September,2014,30-Sep-14,3,Construction,"273,979","1,968,391","2,242,370"
30,September,2014,30-Sep-14,3,"Wholesale, retail & repair of motor vehicles","1,908,850","2,067,461","3,976,311"
30,September,2014,30-Sep-14,3,Transport & storage,"317,845","1,152,054","1,469,899"
30,September,2014,30-Sep-14,3,Accommod-ation & food services,"877,389","787,971","1,665,360"
30,September,2014,30-Sep-14,3,Information & communication,"345,594","891,151","1,236,745"
30,September,2014,30-Sep-14,3,Financial & insurance activities,"530,183","677,035","1,207,218"
30,September,2014,30-Sep-14,3,Real estate activities,"178,262","162,212","340,474"
30,September,2014,30-Sep-14,3,"Professional, scientific & technical activities","883,550","1,255,698","2,139,248"
30,September,2014,30-Sep-14,3,Administrative & support services,"669,208","817,824","1,487,032"
30,September,2014,30-Sep-14,3,Public admin & defence; social security,"906,078","947,015","1,853,093"
30,September,2014,30-Sep-14,3,Education,"2,296,262","901,063","3,197,325"
30,September,2014,30-Sep-14,3,Human health & social work activities,"3,189,514","872,502","4,062,016"
30,September,2014,30-Sep-14,3,Other services,"957,815","823,354","1,781,169"
31,December,2014,31-Dec-14,4,Public Sector,"4,518,558","2,382,823","6,901,381"
31,December,2014,31-Dec-14,4,Private sector,"9,934,184","13,979,350","23,913,534"
31,December,2014,31-Dec-14,4,"Agriculture, forestry & fishing","95,968","279,309","375,277"
31,December,2014,31-Dec-14,4,"Mining, energy and water supply","114,774","421,809","536,583"
31,December,2014,31-Dec-14,4,Manufacturing,"769,553","2,307,521","3,077,074"
31,December,2014,31-Dec-14,4,Construction,"264,869","2,003,053","2,267,922"
31,December,2014,31-Dec-14,4,"Wholesale, retail & repair of motor vehicles","1,985,023","2,138,902","4,123,925"
31,December,2014,31-Dec-14,4,Transport & storage,"338,798","1,140,553","1,479,351"
31,December,2014,31-Dec-14,4,Accommod-ation & food services,"865,775","728,238","1,594,013"
31,December,2014,31-Dec-14,4,Information & communication,"357,720","892,155","1,249,875"
31,December,2014,31-Dec-14,4,Financial & insurance activities,"524,813","657,478","1,182,291"
31,December,2014,31-Dec-14,4,Real estate activities,"171,253","167,833","339,086"
31,December,2014,31-Dec-14,4,"Professional, scientific & technical activities","882,217","1,253,517","2,135,734"
31,December,2014,31-Dec-14,4,Administrative & support services,"660,204","791,399","1,451,603"
31,December,2014,31-Dec-14,4,Public admin & defence; social security,"874,531","923,798","1,798,329"
31,December,2014,31-Dec-14,4,Education,"2,304,645","928,005","3,232,650"
31,December,2014,31-Dec-14,4,Human health & social work activities,"3,252,861","888,972","4,141,833"
31,December,2014,31-Dec-14,4,Other services,"959,118","793,763","1,752,881"
31,March,2015,31-Mar-15,1,Public Sector,"4,571,444","2,408,452","6,979,896"
31,March,2015,31-Mar-15,1,Private sector,"9,896,568","14,018,874","23,915,442"
31,March,2015,31-Mar-15,1,"Agriculture, forestry & fishing","81,125","266,914","348,039"
31,March,2015,31-Mar-15,1,"Mining, energy and water supply","123,446","443,647","567,093"
31,March,2015,31-Mar-15,1,Manufacturing,"742,929","2,263,654","3,006,583"
31,March,2015,31-Mar-15,1,Construction,"267,439","1,998,269","2,265,708"
31,March,2015,31-Mar-15,1,"Wholesale, retail & repair of motor vehicles","1,926,563","2,139,135","4,065,698"
31,March,2015,31-Mar-15,1,Transport & storage,"352,904","1,159,125","1,512,029"
31,March,2015,31-Mar-15,1,Accommod-ation & food services,"862,679","754,917","1,617,596"
31,March,2015,31-Mar-15,1,Information & communication,"374,592","901,356","1,275,948"
31,March,2015,31-Mar-15,1,Financial & insurance activities,"546,689","637,815","1,184,504"
31,March,2015,31-Mar-15,1,Real estate activities,"160,871","172,655","333,526"
31,March,2015,31-Mar-15,1,"Professional, scientific & technical activities","928,269","1,260,962","2,189,231"
